sample,channel_idx,channel_name,time,band,fRMSE
35,1,pressure,9,low,0.47175732254981995
35,1,pressure,9,mid,1.0013660192489624
35,1,pressure,9,high,1.0005123615264893
35,1,pressure,10,low,0.4697284698486328
35,1,pressure,10,mid,1.0003550052642822
35,1,pressure,10,high,1.0006197690963745
35,2,Vx,0,low,1.0149942636489868
35,2,Vx,0,mid,0.9999716877937317
35,2,Vx,0,high,1.000010371208191
35,2,Vx,1,low,1.0149726867675781
35,2,Vx,1,mid,0.9999550580978394
35,2,Vx,1,high,1.000011920928955
35,2,Vx,2,low,1.0106501579284668
35,2,Vx,2,mid,1.0000615119934082
35,2,Vx,2,high,1.000025987625122
35,2,Vx,3,low,1.002036213874817
35,2,Vx,3,mid,1.0000852346420288
35,2,Vx,3,high,0.9999690055847168
35,2,Vx,4,low,1.000736117362976
35,2,Vx,4,mid,0.9999867081642151
35,2,Vx,4,high,1.0000014305114746
35,2,Vx,5,low,1.0043400526046753
35,2,Vx,5,mid,1.000032901763916
35,2,Vx,5,high,1.000110149383545
35,2,Vx,6,low,1.0046319961547852
35,2,Vx,6,mid,0.9999755620956421
35,2,Vx,6,high,1.0000406503677368
35,2,Vx,7,low,1.0040773153305054
35,2,Vx,7,mid,0.9999303221702576
35,2,Vx,7,high,0.9999721646308899
35,2,Vx,8,low,1.0036262273788452
35,2,Vx,8,mid,1.000033974647522
35,2,Vx,8,high,1.0000028610229492
35,2,Vx,9,low,1.0030752420425415
35,2,Vx,9,mid,1.000027060508728
35,2,Vx,9,high,0.9999904036521912
35,2,Vx,10,low,1.0046803951263428
35,2,Vx,10,mid,1.0000395774841309
35,2,Vx,10,high,0.9999909400939941
35,3,Vy,0,low,1.0004972219467163
35,3,Vy,0,mid,1.0000050067901611
35,3,Vy,0,high,1.0002106428146362
35,3,Vy,1,low,1.0002521276474
35,3,Vy,1,mid,1.0002492666244507
35,3,Vy,1,high,1.0002681016921997
35,3,Vy,2,low,0.9998208284378052
35,3,Vy,2,mid,1.0000429153442383
35,3,Vy,2,high,1.000067949295044
35,3,Vy,3,low,0.9997446537017822
35,3,Vy,3,mid,1.0002574920654297
35,3,Vy,3,high,1.000057339668274
35,3,Vy,4,low,0.9996076822280884
35,3,Vy,4,mid,1.0000416040420532
35,3,Vy,4,high,0.9999814629554749
35,3,Vy,5,low,0.9999322891235352
35,3,Vy,5,mid,0.9998943209648132
35,3,Vy,5,high,0.9999935626983643
35,3,Vy,6,low,0.9997326731681824
35,3,Vy,6,mid,1.0000804662704468
35,3,Vy,6,high,1.0000312328338623
35,3,Vy,7,low,1.0000228881835938
35,3,Vy,7,mid,1.0000803470611572
35,3,Vy,7,high,1.0001317262649536
35,3,Vy,8,low,0.9998102784156799
35,3,Vy,8,mid,0.9999377131462097
35,3,Vy,8,high,0.9999246597290039
35,3,Vy,9,low,1.0004897117614746
35,3,Vy,9,mid,1.0000072717666626
35,3,Vy,9,high,1.0000392198562622
35,3,Vy,10,low,1.000567078590393
35,3,Vy,10,mid,0.9999728202819824
35,3,Vy,10,high,1.0000414848327637
36,0,density,0,low,0.17643029987812042
36,0,density,0,mid,1.1283138990402222
36,0,density,0,high,1.0910390615463257
36,0,density,1,low,0.15550976991653442
36,0,density,1,mid,1.128207802772522
36,0,density,1,high,1.100895881652832
36,0,density,2,low,0.1687520146369934
36,0,density,2,mid,1.1236315965652466
36,0,density,2,high,1.0919036865234375
36,0,density,3,low,0.14790280163288116
36,0,density,3,mid,1.0844124555587769
36,0,density,3,high,1.0735479593276978
36,0,density,4,low,0.15182748436927795
36,0,density,4,mid,1.0722579956054688
36,0,density,4,high,1.0533123016357422
36,0,density,5,low,0.16811540722846985
36,0,density,5,mid,1.0619456768035889
36,0,density,5,high,1.0505187511444092
36,0,density,6,low,0.1316801756620407
36,0,density,6,mid,1.0618343353271484
36,0,density,6,high,1.049058198928833
36,0,density,7,low,0.12951764464378357
36,0,density,7,mid,1.025345802307129
36,0,density,7,high,1.0273733139038086
36,0,density,8,low,0.14532731473445892
36,0,density,8,mid,1.0343517065048218
36,0,density,8,high,1.0265671014785767
36,0,density,9,low,0.12493332475423813
36,0,density,9,mid,1.0132088661193848
36,0,density,9,high,1.0181795358657837
36,0,density,10,low,0.1402014195919037
36,0,density,10,mid,1.008550763130188
36,0,density,10,high,1.0056166648864746
36,1,pressure,0,low,0.22507430613040924
36,1,pressure,0,mid,1.0143605470657349
36,1,pressure,0,high,1.0148649215698242
36,1,pressure,1,low,0.18673710525035858
36,1,pressure,1,mid,1.013806939125061
36,1,pressure,1,high,1.0150319337844849
36,1,pressure,2,low,0.226718008518219
36,1,pressure,2,mid,1.0172525644302368
36,1,pressure,2,high,1.0100739002227783
36,1,pressure,3,low,0.20967714488506317
36,1,pressure,3,mid,1.007500410079956
36,1,pressure,3,high,1.007310152053833
36,1,pressure,4,low,0.2344498187303543
36,1,pressure,4,mid,1.0102813243865967
36,1,pressure,4,high,1.005789041519165
36,1,pressure,5,low,0.26315706968307495
36,1,pressure,5,mid,1.0066508054733276
36,1,pressure,5,high,1.0079890489578247
36,1,pressure,6,low,0.17273181676864624
36,1,pressure,6,mid,1.004968523979187
36,1,pressure,6,high,1.0063236951828003
36,1,pressure,7,low,0.188190758228302
36,1,pressure,7,mid,1.0058677196502686
36,1,pressure,7,high,1.0046758651733398
36,1,pressure,8,low,0.22370123863220215
36,1,pressure,8,mid,1.0046929121017456
36,1,pressure,8,high,1.0022530555725098
36,1,pressure,9,low,0.1950221210718155
36,1,pressure,9,mid,1.0001864433288574
36,1,pressure,9,high,1.0019993782043457
36,1,pressure,10,low,0.22169379889965057
36,1,pressure,10,mid,1.0011216402053833
36,1,pressure,10,high,1.0012462139129639
36,2,Vx,0,low,1.0446009635925293
36,2,Vx,0,mid,1.0592392683029175
36,2,Vx,0,high,1.034161925315857
36,2,Vx,1,low,1.047142744064331
36,2,Vx,1,mid,1.089278221130371
36,2,Vx,1,high,1.0561866760253906
36,2,Vx,2,low,1.0388749837875366
36,2,Vx,2,mid,1.0570818185806274
36,2,Vx,2,high,1.0373491048812866
36,2,Vx,3,low,1.0857548713684082
36,2,Vx,3,mid,1.0238757133483887
36,2,Vx,3,high,1.0131670236587524
36,2,Vx,4,low,1.0595873594284058
36,2,Vx,4,mid,1.0172122716903687
36,2,Vx,4,high,1.013940691947937
36,2,Vx,5,low,1.0482667684555054
36,2,Vx,5,mid,1.021834135055542
36,2,Vx,5,high,1.0131255388259888
36,2,Vx,6,low,1.0080357789993286
36,2,Vx,6,mid,1.0168195962905884
36,2,Vx,6,high,1.014686942100525
36,2,Vx,7,low,1.0002809762954712
36,2,Vx,7,mid,1.0122644901275635
36,2,Vx,7,high,1.0070267915725708
36,2,Vx,8,low,1.0144107341766357
36,2,Vx,8,mid,1.0004113912582397
36,2,Vx,8,high,1.004211187362671
36,2,Vx,9,low,1.045562982559204
36,2,Vx,9,mid,1.00326406955719
36,2,Vx,9,high,1.0014448165893555
36,2,Vx,10,low,1.0449602603912354
36,2,Vx,10,mid,1.0003015995025635
36,2,Vx,10,high,1.000322699546814
36,3,Vy,0,low,1.0423308610916138
36,3,Vy,0,mid,1.0514200925827026
36,3,Vy,0,high,1.0274999141693115
36,3,Vy,1,low,1.0404717922210693
36,3,Vy,1,mid,1.074772596359253
36,3,Vy,1,high,1.032106637954712
36,3,Vy,2,low,1.0533239841461182
